Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
99.66.216.45-103.119.242.120-64644-5984-6,99.66.216.45,64644,103.119.242.120,5984,6,07-10-2019 23:05,52,1,1,0,0,0,0,0,0,0,0,0,0,0,38461.53846,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,19230.76923,19230.76923,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31188,0,0,20,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.119.242.121-55319-1223-6,103.119.242.120,55319,103.119.242.121,1223,6,07-10-2019 23:05,1927,5,6,118,3113,118,0,23.6,52.77120427,1460,0,518.8333333,732.3470261,1676699.533,5708.354956,192.7,393.3398446,1287,1,1867,466.75,663.5020095,1433,19,1639,327.8,609.7767624,1414,1,0,0,0,0,112,132,2594.706798,3113.648158,0,1460,269.25,559.2825152,312796.9318,2,2,0,3,10,0,0,0,1,293.7272727,23.6,518.8333333,0,0,0,3231,5,2327809,0,0,0,0,64240,8212,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.119.242.121-55320-1223-6,103.119.242.120,55320,103.119.242.121,1223,6,07-10-2019 23:05,1832,5,6,118,3113,118,0,23.6,52.77120427,1460,0,518.8333333,732.3470261,1763646.288,6004.366812,183.2,334.5513746,1111,1,1650,412.5,586.3016857,1275,42,1606,321.2,510.9018497,1214,1,0,0,0,0,112,132,2729.257642,3275.10917,0,1460,269.25,559.2825152,312796.9318,2,2,0,3,10,0,0,0,1,293.7272727,23.6,518.8333333,0,0,0,3231,5,2611964,0,0,0,0,64240,8212,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.119.242.121-55321-1223-6,103.119.242.120,55321,103.119.242.121,1223,6,07-10-2019 23:05,5113,3,6,118,3113,118,0,39.33333333,68.12733176,1460,0,518.8333333,732.3470261,631918.6388,1760.219049,639.125,1699.676308,4843,0,265,132.5,129.400541,224,41,4935,987,2204.204392,4930,0,0,0,0,0,72,132,586.7396832,1173.479366,0,1460,323.1,602.474241,362975.2111,1,2,0,3,8,0,0,0,2,359,39.33333333,518.8333333,0,0,0,3231,5,666460,0,0,0,0,64240,8212,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.120-146.196.34.178-55233-63336-6,103.119.242.120,55233,146.196.34.178,63336,6,07-10-2019 23:05,10550919,1,2,0,0,0,0,0,0,0,0,0,0,0,0.284335421,5275459.5,7322790.048,1.05E+07,97465,0,0,0,0,0,1.05E+07,1.05E+07,0,1.05E+07,1.05E+07,0,0,0,0,20,40,0.094778474,0.189556948,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,256,58,0,20,97465,0,97465,97465,1.05E+07,0,1.05E+07,1.05E+07,Normal
45.248.20.251-103.119.242.120-55015-31330-6,45.248.20.251,55015,103.119.242.120,31330,6,07-10-2019 23:05,48989,3,2,68,0,68,0,22.66666667,39.2598183,0,0,0,0,1388.066709,102.0637286,12247.25,24359.17283,48786,53,48897,24448.5,34493.37589,48839,58,48936,48936,0,48936,48936,0,0,0,0,80,52,61.23823716,40.82549144,0,68,11.33333333,27.76088375,770.6666667,1,2,0,1,4,0,0,0,0,13.6,22.66666667,0,0,0,0,0,0,0,0,0,0,0,29200,256,1,20,0,0,0,0,0,0,0,0,Normal
163.53.200.53-103.119.242.120-17115-27366-6,163.53.200.53,17115,103.119.242.120,27366,6,07-10-2019 23:05,45,1,1,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28960,0,0,40,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.204.37.203-55329-43887-6,103.119.242.120,55329,103.204.37.203,43887,6,07-10-2019 23:05,427170,4,2,133,0,106,0,33.25,50.14229751,0,0,0,0,311.3514526,14.04593019,85434,124885.348,301911,131,367342,122447.3333,158646.9071,301911,881,362751,362751,0,362751,362751,0,0,0,0,92,44,9.363953461,4.681976731,0,106,19,39.66106403,1573,0,2,1,2,4,0,0,0,0,22.16666667,33.25,0,0,0,0,0,0,0,0,0,0,0,64240,0,2,20,0,0,0,0,0,0,0,0,Normal
103.119.242.120-202.173.126.181-55244-40283-6,103.119.242.120,55244,202.173.126.181,40283,6,07-10-2019 23:05,12681548,1,2,0,0,0,0,0,0,0,0,0,0,0,0.23656418,6340774,8821881.173,1.26E+07,102762,0,0,0,0,0,1.26E+07,1.26E+07,0,1.26E+07,1.26E+07,0,0,0,0,20,40,0.078854727,0.157709453,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,64240,29200,0,20,102762,0,102762,102762,1.26E+07,0,1.26E+07,1.26E+07,Normal
103.119.242.120-146.196.39.41-55243-32578-6,103.119.242.120,55243,146.196.39.41,32578,6,07-10-2019 23:05,13077837,2,3,0,0,0,0,0,0,0,0,0,0,0,0.382326221,3269459.25,5285392.705,1.11E+07,73,1.12E+07,1.12E+07,0,1.12E+07,1.12E+07,1.30E+07,6490035,6504859.128,1.11E+07,1890405,0,0,0,0,40,80,0.152930488,0.229395733,0,0,0,0,0,2,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,256,58,0,20,97767,0,97767,97767,1.11E+07,0,1.11E+07,1.11E+07,Normal
103.119.242.120-139.5.253.44-55248-24541-6,103.119.242.120,55248,139.5.253.44,24541,6,07-10-2019 23:05,13088593,1,2,0,0,0,0,0,0,0,0,0,0,0,0.229207219,6544296.5,9116297.102,1.30E+07,98101,0,0,0,0,0,1.30E+07,1.30E+07,0,1.30E+07,1.30E+07,0,0,0,0,20,40,0.076402406,0.152804813,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,256,58,0,20,98101,0,98101,98101,1.30E+07,0,1.30E+07,1.30E+07,Normal
183.83.168.203-103.119.242.120-42754-31330-6,183.83.168.203,42754,103.119.242.120,31330,6,07-10-2019 23:05,45736,3,2,68,0,68,0,22.66666667,39.2598183,0,0,0,0,1486.793773,109.3230715,11434,22528.96644,45227,85,45646,22823,31804.2488,45312,334,45651,45651,0,45651,45651,0,0,0,0,72,52,65.59384292,43.72922862,0,68,11.33333333,27.76088375,770.6666667,1,2,0,1,4,0,0,0,0,13.6,22.66666667,0,0,0,0,0,0,0,0,0,0,0,64240,256,1,20,0,0,0,0,0,0,0,0,Normal
103.216.207.223-103.119.242.120-60537-31330-6,103.216.207.223,60537,103.119.242.120,31330,6,07-10-2019 23:05,73204,3,2,68,0,68,0,22.66666667,39.2598183,0,0,0,0,928.9109885,68.30227856,18301,36342.32222,72814,1,72859,36429.5,51517.67876,72858,1,73160,73160,0,73160,73160,0,0,0,0,68,48,40.98136714,27.32091143,0,68,11.33333333,27.76088375,770.6666667,1,2,0,1,4,0,0,0,0,13.6,22.66666667,0,0,0,0,0,0,0,0,0,0,0,8192,64172,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.195.251.119-55356-36173-6,103.119.242.120,55356,103.195.251.119,36173,6,07-10-2019 23:05,57162,1,1,0,0,0,0,0,0,0,0,0,0,0,34.98827893,57162,0,57162,57162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,17.49413946,17.49413946,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.1.92.235-55350-49160-6,103.119.242.120,55350,103.1.92.235,49160,6,07-10-2019 23:05,83259,1,1,0,0,0,0,0,0,0,0,0,0,0,24.02142711,83259,0,83259,83259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,12.01071356,12.01071356,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
27.106.120.141-103.119.242.120-36131-27591-6,27.106.120.141,36131,103.119.242.120,27591,6,07-10-2019 23:05,20,1,1,0,0,0,0,0,0,0,0,0,0,0,100000,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,50000,50000,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28960,0,0,40,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.96.36.142-55358-32894-6,103.119.242.120,55358,103.96.36.142,32894,6,07-10-2019 23:05,97637,1,1,0,0,0,0,0,0,0,0,0,0,0,20.48403781,97637,0,97637,97637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,10.24201891,10.24201891,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-123.136.112.245-55357-62880-6,103.119.242.120,55357,123.136.112.245,62880,6,07-10-2019 23:05,131507,1,1,0,0,0,0,0,0,0,0,0,0,0,15.20831591,131507,0,131507,131507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,7.604157954,7.604157954,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,65535,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-110.39.232.106-55349-23388-6,103.119.242.120,55349,110.39.232.106,23388,6,07-10-2019 23:05,225719,1,1,0,0,0,0,0,0,0,0,0,0,0,8.860574431,225719,0,225719,225719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,4.430287216,4.430287216,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.131.27.31-103.119.242.120-64976-27407-6,103.131.27.31,64976,103.119.242.120,27407,6,07-10-2019 23:05,34,1,1,0,0,0,0,0,0,0,0,0,0,0,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,29411.76471,29411.76471,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28960,0,0,40,0,0,0,0,0,0,0,0,Normal
103.119.242.120-223.184.161.199-55362-38705-6,103.119.242.120,55362,223.184.161.199,38705,6,07-10-2019 23:05,302777,1,1,0,0,0,0,0,0,0,0,0,0,0,6.605521555,302777,0,302777,302777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,3.302760778,3.302760778,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
10.240.250.216-103.119.242.120-60416-31330-6,10.240.250.216,60416,103.119.242.120,31330,6,07-10-2019 23:05,54274,3,2,68,0,68,0,22.66666667,39.2598183,0,0,0,0,1252.901942,92.12514279,13568.5,26948.34115,53991,66,54160,27080,38151.23927,54057,103,54208,54208,0,54208,54208,0,0,0,0,80,52,55.27508568,36.85005712,0,68,11.33333333,27.76088375,770.6666667,1,2,0,1,4,0,0,0,0,13.6,22.66666667,0,0,0,0,0,0,0,0,0,0,0,29200,256,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.195.251.119-55356-36173-6,103.119.242.120,55356,103.195.251.119,36173,6,07-10-2019 23:05,56505,1,1,0,0,0,0,0,0,0,0,0,0,0,35.39509778,56505,0,56505,56505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,17.69754889,17.69754889,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.1.92.235-55350-49160-6,103.119.242.120,55350,103.1.92.235,49160,6,07-10-2019 23:05,84894,1,1,0,0,0,0,0,0,0,0,0,0,0,23.55879096,84894,0,84894,84894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,11.77939548,11.77939548,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.96.36.142-55358-32894-6,103.119.242.120,55358,103.96.36.142,32894,6,07-10-2019 23:05,97490,1,1,0,0,0,0,0,0,0,0,0,0,0,20.51492461,97490,0,97490,97490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,10.2574623,10.2574623,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-123.136.112.245-55357-62880-6,103.119.242.120,55357,123.136.112.245,62880,6,07-10-2019 23:05,129273,1,1,0,0,0,0,0,0,0,0,0,0,0,15.47113473,129273,0,129273,129273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,7.735567365,7.735567365,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,65535,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-110.39.232.106-55349-23388-6,103.119.242.120,55349,110.39.232.106,23388,6,07-10-2019 23:05,222344,1,1,0,0,0,0,0,0,0,0,0,0,0,8.995070701,222344,0,222344,222344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,4.497535351,4.497535351,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
27.106.120.141-103.119.242.120-36131-27591-6,27.106.120.141,36131,103.119.242.120,27591,6,07-10-2019 23:05,49,1,1,0,0,0,0,0,0,0,0,0,0,0,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,20408.16327,20408.16327,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28960,0,0,40,0,0,0,0,0,0,0,0,Normal
103.119.242.120-223.184.161.199-55362-38705-6,103.119.242.120,55362,223.184.161.199,38705,6,07-10-2019 23:05,299135,1,1,0,0,0,0,0,0,0,0,0,0,0,6.685944473,299135,0,299135,299135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,3.342972237,3.342972237,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.195.251.119-55356-36173-6,103.119.242.120,55356,103.195.251.119,36173,6,07-10-2019 23:05,56485,1,1,0,0,0,0,0,0,0,0,0,0,0,35.40763034,56485,0,56485,56485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,17.70381517,17.70381517,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.1.92.235-55350-49160-6,103.119.242.120,55350,103.1.92.235,49160,6,07-10-2019 23:05,84074,1,1,0,0,0,0,0,0,0,0,0,0,0,23.78856721,84074,0,84074,84074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,11.89428361,11.89428361,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-103.96.36.142-55358-32894-6,103.119.242.120,55358,103.96.36.142,32894,6,07-10-2019 23:05,97385,1,1,0,0,0,0,0,0,0,0,0,0,0,20.53704369,97385,0,97385,97385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,10.26852185,10.26852185,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-123.136.112.245-55357-62880-6,103.119.242.120,55357,123.136.112.245,62880,6,07-10-2019 23:05,126886,1,1,0,0,0,0,0,0,0,0,0,0,0,15.76218022,126886,0,126886,126886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,7.881090112,7.881090112,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,65535,0,32,0,0,0,0,0,0,0,0,Normal
103.119.242.120-61.147.175.112-55312-80-6,103.119.242.120,55312,61.147.175.112,80,6,07-10-2019 23:05,21136311,4,4,722,179,722,0,180.5,361,179,0,44.75,89.5,42.62806315,0.378495566,3019473,7490511.893,2.00E+07,53,1140895,380298.3333,329256.4163,572684,115,2.06E+07,6854568.333,1.14E+07,2.00E+07,53,0,0,0,0,92,92,0.189247783,0.189247783,0,722,100.1111111,240.6046781,57890.61111,1,2,0,2,7,0,0,0,1,112.625,180.5,44.75,0,0,0,0,0,0,4,722,4,179,65535,60,1,20,1140895,0,1140895,1140895,2.00E+07,0,2.00E+07,2.00E+07,Normal
103.119.242.120-223.184.161.199-55362-38705-6,103.119.242.120,55362,223.184.161.199,38705,6,07-10-2019 23:05,295008,1,1,0,0,0,0,0,0,0,0,0,0,0,6.779477167,295008,0,295008,295008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,3.389738583,3.389738583,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,0,0,32,0,0,0,0,0,0,0,0,Normal
27.106.120.141-103.119.242.120-36131-27591-6,27.106.120.141,36131,103.119.242.120,27591,6,07-10-2019 23:05,17,1,1,0,0,0,0,0,0,0,0,0,0,0,117647.0588,17,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,58823.52941,58823.52941,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28960,0,0,40,0,0,0,0,0,0,0,0,Normal
103.119.242.120-40.70.184.83-55368-443-6,103.119.242.120,55368,40.70.184.83,443,6,07-10-2019 23:05,2605527,9,7,1012,6601,734,0,112.4444444,241.8254076,1460,0,943,649.0616304,2921.865711,6.140792247,173701.8,354519.1426,1389815,0,2605527,325690.875,441381.0179,1389815,14766,960472,160078.6667,179198.1755,384134,0,0,0,0,0,192,152,3.454195639,2.686596608,0,1460,447.8235294,608.5216959,370298.6544,0,2,1,6,15,0,0,0,0,475.8125,112.4444444,943,0,0,0,7613,9,8363,9,1012,7,6601,65535,1023,3,20,0,0,0,0,0,0,0,0,Normal
103.96.106.153-103.119.242.120-49467-31330-6,103.96.106.153,49467,103.119.242.120,31330,6,07-10-2019 23:05,547960,5,6,682,1122,521,0,136.4,218.911626,521,0,187,260.5640037,3292.21111,20.07445799,54796,100396.6105,311149,1,547572,136893,138998.4204,330588,1,547898,109579.6,123289.3122,311149,279,0,0,0,0,112,144,9.124753632,10.94970436,0,521,150.3333333,226.1927309,51163.15152,1,2,0,6,10,0,0,0,1,164,136.4,187,0,0,0,1804,6,4172,0,0,0,0,8192,258,3,20,0,0,0,0,0,0,0,0,Normal
27.106.120.141-103.119.242.120-36131-27591-6,27.106.120.141,36131,103.119.242.120,27591,6,07-10-2019 23:05,37,1,1,0,0,0,0,0,0,0,0,0,0,0,54054.05405,37,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,27027.02703,27027.02703,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28960,0,0,40,0,0,0,0,0,0,0,0,Normal
