Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
103.119.242.124-172.217.167.130-51064-443-6,103.119.242.124,51064,172.217.167.130,443,6,07-10-2019 23:22,4185376,12,13,1371,3877,634,0,114.25,218.7946837,1430,0,298.2307692,526.1691987,1253.889734,5.973178993,174390.6667,802957.7812,3943492,1,4147803,377073,1194590.309,3978325,127,4154557,346213.0833,1144801.939,3981065,1,0,0,0,0,252,272,2.867125917,3.106053076,0,1430,201.8461538,405.0886019,164096.7754,2,2,0,12,24,0,0,0,1,209.92,114.25,298.2307692,0,0,0,5248,13,37990,12,1371,13,3877,64240,247,6,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.163.150-51058-443-6,103.119.242.124,51058,172.217.163.150,443,6,07-10-2019 23:22,13008614,115,148,6723,190599,806,0,58.46086957,173.2975986,1430,0,1287.831081,407.5993663,15168.56446,20.21737289,49651.19847,300756.0771,2951002,0,1.30E+07,113779.2456,450613.5806,2951002,11,1.30E+07,88282.29932,812801.7042,9414369,0,0,0,0,0,2780,2984,8.84029613,11.37707676,0,1430,747.4318182,692.7474281,479898.9991,2,2,0,35,262,0,0,0,1,750.2737643,58.46086957,1287.831081,0,0,0,65148,53,114248,19,1120,24,31766,64240,271,22,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.163.129-51063-443-6,103.119.242.124,51063,172.217.163.129,443,6,07-10-2019 23:22,4265974,23,26,1362,17125,517,0,59.2173913,132.5669493,1430,0,658.6538462,656.6788525,4333.594157,11.48623972,88874.45833,447268.5551,2987669,1,4227983,192181.0455,663676.0152,3023425,16,4234082,169363.28,624190.3005,3025660,1,0,0,0,0,568,532,5.391500276,6.094739443,0,1430,369.74,565.9022707,320245.38,2,2,0,19,48,0,0,0,1,377.2857143,59.2173913,658.6538462,0,0,0,18487,27,15772,23,1362,26,17125,64240,250,8,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.160.142-51055-443-6,103.119.242.124,51055,172.217.160.142,443,6,07-10-2019 23:22,34985783,199,267,76963,105698,1380,0,386.7487437,552.2009289,1430,0,395.8726592,595.4684883,5221.006487,13.31969617,75238.24301,372474.6338,3774454,0,3.49E+07,176505.5404,559181.2268,3809965,0,3.50E+07,131404.6241,1018954.013,1.13E+07,0,0,0,0,0,3992,5352,5.688024761,7.631671413,0,1430,391.137045,576.4646084,332311.4447,2,2,0,241,465,0,0,0,1,391.9763948,386.7487437,395.8726592,0,0,0,25108,42,20273,16,6413,22,8808,64240,887,109,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.160.142-51070-443-6,103.119.242.124,51070,172.217.160.142,443,6,07-10-2019 23:22,4932432,46,53,22619,6064,1380,0,491.7173913,598.5456694,1430,0,114.4150943,306.4935332,5815.184071,20.07123464,50330.93878,294965.8081,2225090,0,4900760,108905.7778,438255.7871,2256867,0,4900628,94242.84615,408316.6717,2256785,0,0,0,0,0,932,1072,9.326028215,10.74520642,0,1430,286.83,498.4336689,248436.1223,2,2,0,40,98,0,0,0,1,289.7272727,491.7173913,114.4150943,0,0,0,9561,18,54819,23,11309,26,3032,64240,436,32,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.160.142-51071-443-6,103.119.242.124,51071,172.217.160.142,443,6,07-10-2019 23:22,4683608,16,20,3208,5109,1380,0,200.5,373.928692,1430,0,255.45,466.4498027,1775.767741,7.686381952,133817.3714,508250.337,2189514,0,4651625,310108.3333,769386.5342,2226075,1,4652062,244845.3684,689223.3774,2222239,0,0,0,0,0,332,412,3.416169756,4.270212195,0,1430,224.7837838,418.6633582,175279.0075,2,2,0,18,35,0,0,0,1,231.0277778,200.5,255.45,0,0,0,4158,10,39379,8,1604,10,2554,64240,274,9,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.160.142-51072-443-6,103.119.242.124,51072,172.217.160.142,443,6,07-10-2019 23:23,7180549,25,33,5597,5543,1380,0,223.88,439.1995864,1430,0,167.969697,375.6892403,1551.413409,8.077376813,125974.5439,585553.2599,4048508,0,7148631,297859.625,895718.2874,4083897,1,7148596,223393.625,781404.5529,4080426,0,0,0,0,0,512,672,3.481627937,4.595748877,0,1430,188.8135593,398.8517344,159082.706,2,2,0,29,57,0,0,0,1,192.0689655,223.88,167.969697,0,0,0,5570,16,9209,12,2798,16,2771,64240,307,14,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.160.142-51074-443-6,103.119.242.124,51074,172.217.160.142,443,6,07-10-2019 23:23,1409633,15,18,3266,5184,1020,0,217.7333333,353.4611449,1430,0,288,481.1024105,5994.468064,23.41034865,44051.03125,205143.45,1166303,0,1377665,98404.64286,312325.3621,1181379,68,1378209,81071.11765,288229.9341,1198271,0,0,0,0,0,312,372,10.64106757,12.76928108,0,1430,248.5294118,418.7982255,175391.9537,2,2,0,17,32,0,0,0,1,256.0606061,217.7333333,288,0,0,0,8450,19,51544,15,3266,18,5184,64240,266,8,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-106.38.219.49-51073-80-6,103.119.242.124,51073,106.38.219.49,80,6,07-10-2019 23:23,15370745,7,6,970,417,485,0,138.5714286,236.6557677,139,0,69.5,76.13343549,90.23635484,0.845762518,1280895.417,3666922.821,1.29E+07,13,2487245,414540.8333,354105.4041,981531,11984,1.48E+07,2967460.8,5576532.676,1.29E+07,13,0,0,0,0,176,132,0.455410587,0.390351932,0,485,99.07142857,173.4272023,30076.99451,1,2,0,5,12,0,0,0,0,106.6923077,138.5714286,69.5,0,0,0,1387,5,714,7,970,6,417,64240,27872,2,20,2487245,0,2487245,2487245,1.29E+07,0,1.29E+07,1.29E+07,Normal
103.119.242.124-119.227.191.12-51076-443-6,103.119.242.124,51076,119.227.191.12,443,6,07-10-2019 23:23,3748574,10,13,1425,9436,815,0,142.5,286.1818575,1460,0,725.8461538,712.5725514,2897.368439,6.135666523,170389.7273,527985.9571,2502625,1,3409849,378872.1111,803064.0219,2502735,303,1245949,103829.0833,111798.5391,251939,1,0,0,0,0,212,272,2.667681097,3.467985426,0,1460,452.5416667,624.4060816,389882.9547,2,2,0,6,22,0,0,0,1,472.2173913,142.5,725.8461538,0,0,0,10861,12,12601,10,1425,13,9436,64240,267,3,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.160.142-51075-443-6,103.119.242.124,51075,172.217.160.142,443,6,07-10-2019 23:23,9093517,50,60,18049,9377,1380,0,360.98,446.7569074,1430,0,156.2833333,351.1298997,3015.994802,12.09652987,83426.76147,315410.9672,2102431,0,9061671,184932.0612,455027.5458,2102431,1,9061682,153587.8305,1001153.76,7664225,0,0,0,0,0,1012,1212,5.498422667,6.598107201,0,1430,247.0810811,407.4152033,165987.1479,2,2,0,66,109,0,0,0,1,249.3272727,360.98,156.2833333,0,0,0,8225,22,15139,12,4512,15,2344,64240,432,33,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-119.227.191.12-51077-443-6,103.119.242.124,51077,119.227.191.12,443,6,07-10-2019 23:23,4219683,8,7,610,3384,517,0,76.25,181.0388672,1460,0,483.4285714,675.1461218,946.5165985,3.554769399,301405.9286,669433.6107,2502573,3,4016372,573767.4286,893203.6282,2502776,618,1717110,286185,394262.6676,1060393,3,0,0,0,0,172,152,1.895877013,1.658892386,0,1460,249.625,493.2742138,243319.45,2,2,0,4,14,0,0,0,0,266.2666667,76.25,483.4285714,0,0,0,3994,6,6089,8,610,7,3384,64240,261,2,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-23.35.86.41-51053-80-6,103.119.242.124,51053,23.35.86.41,80,6,07-10-2019 23:22,81913460,5,5,218,1558,218,0,43.6,97.49256382,1460,0,311.6,643.3760953,21.68141841,0.122080059,9101495.556,2.73E+07,8.18E+07,1,8.19E+07,2.05E+07,4.09E+07,8.18E+07,119,8.19E+07,2.05E+07,4.09E+07,8.19E+07,1,0,0,0,0,112,112,0.061040029,0.061040029,0,1460,161.4545455,436.1174988,190198.4727,2,2,0,2,9,0,0,0,1,177.6,43.6,311.6,0,0,0,0,0,0,5,218,5,1558,64240,237,1,20,62371,0,62371,62371,8.18E+07,0,8.18E+07,8.18E+07,Normal
103.119.242.124-74.125.158.234-51078-443-6,103.119.242.124,51078,74.125.158.234,443,6,07-10-2019 23:23,5578020,834,2566,6266,3569867,1408,0,7.513189448,97.25809005,1408,0,1391.218628,127.5644398,641111.5414,609.5352831,1641.076787,55474.29411,2989507,0,5546060,6657.935174,111957.5611,2989507,1,5538085,2159.097466,64830.3406,3022653,0,0,0,0,0,29268,51332,149.5154194,460.0198637,0,1408,1051.49456,607.7555265,369366.78,2,2,0,46,3399,0,0,0,3,1051.803824,7.513189448,1391.218628,0,0,0,1192044,856,4088308,417,3133,1283,1784933,64240,306,8,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.160.142-51080-443-6,103.119.242.124,51080,172.217.160.142,443,6,07-10-2019 23:23,3663747,20,22,6627,5550,1380,0,331.35,520.3716562,1430,0,252.2727273,445.1845184,3323.646529,11.46367367,89359.68293,383174.5578,2245475,0,3631754,191144.9474,565022.6508,2281023,1,3631829,172944.2381,537866.1119,2277468,0,0,0,0,0,412,452,5.458892222,6.004781444,0,1430,283.1860465,474.45544,225107.9646,2,2,0,20,41,0,0,0,1,289.9285714,331.35,252.2727273,0,0,0,6088,12,57616,10,3313,11,2775,64240,293,13,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-74.125.158.234-51081-443-6,103.119.242.124,51081,74.125.158.234,443,6,07-10-2019 23:23,3235853,1079,3084,4913,4293684,1408,0,4.553290083,75.06069706,1408,0,1392.245136,125.4055952,1328427.775,1286.523214,777.4754926,28136.26139,1646760,0,3204096,2972.25974,55380.45936,1646760,1,3203960,1039.234512,33450.55989,1679835,0,0,0,0,0,46836,61692,333.4514887,953.0717248,0,1408,1032.323967,618.9607358,383112.3925,2,2,0,58,4162,0,0,0,2,1032.571943,4.553290083,1392.245136,0,0,0,2149298,1542,5356914,1079,4913,3084,4293684,64240,295,7,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-74.125.158.234-51082-443-6,103.119.242.124,51082,74.125.158.234,443,6,07-10-2019 23:23,3652469,1018,2748,3554,3830893,1408,0,3.491159136,64.5432513,1408,0,1394.065866,118.8944815,1049823.284,1031.083358,970.1112882,37009.17482,2010883,0,3620777,3560.252704,71165.45386,2010883,1,3620717,1318.06225,44133.4029,2042689,0,0,0,0,0,45440,54972,278.7155757,752.3677819,0,1408,1017.904699,626.9940932,393121.5929,2,2,0,48,3765,0,0,0,2,1018.174987,3.491159136,1394.065866,0,0,0,1917223,1374,7295037,509,1777,1374,1915446,64240,284,6,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.160.142-51083-443-6,103.119.242.124,51083,172.217.160.142,443,6,07-10-2019 23:23,2382458,11,14,1626,4769,889,0,147.8181818,288.3108802,1430,0,340.6428571,536.4974166,2684.202618,10.49336442,99269.08333,434737.7992,2139070,0,2350149,235014.9,682329.7273,2175940,168,2350668,180820.6154,598332.5799,2171379,0,0,0,0,0,232,292,4.617080343,5.876284073,0,1430,245.9615385,441.1334928,194598.7585,2,2,0,12,24,0,0,0,1,255.8,147.8181818,340.6428571,0,0,0,6395,14,45107,11,1626,14,4769,64240,249,6,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-74.125.158.234-51084-443-6,103.119.242.124,51084,74.125.158.234,443,6,07-10-2019 23:23,3923743,1180,2997,3554,4177709,1408,0,3.011864407,59.95724964,1408,0,1393.96363,117.8456355,1065631.21,1064.544747,939.5936303,48048.32552,3098160,0,3705518,3142.932994,90257.66203,3098160,1,3891785,1298.993658,57312.3853,3130344,0,0,0,0,0,53924,59952,300.7332539,763.8114933,0,1408,1000.780996,635.1189982,403376.1419,2,2,0,51,4176,0,0,0,2,1001.020589,3.011864407,1393.96363,0,0,0,2090631,1498,7599118,1180,3554,2997,4177709,64240,284,6,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.163.150-51087-443-6,103.119.242.124,51087,172.217.163.150,443,6,07-10-2019 23:23,2007807,25,36,1149,40953,517,0,45.96,120.0858998,1430,0,1137.583333,549.6725974,20969.14693,30.38140618,33463.45,231972.7257,1799036,0,1976366,82348.58333,367780.658,1807551,74,1976755,56478.71429,308835.822,1830477,0,0,0,0,0,512,732,12.45139598,17.93001021,0,1430,679.0645161,689.1581672,474938.9794,2,2,0,15,60,0,0,0,1,690.1967213,45.96,1137.583333,0,0,0,42102,39,306966,25,1149,36,40953,64240,246,7,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-74.125.158.234-51088-443-6,103.119.242.124,51088,74.125.158.234,443,6,07-10-2019 23:23,665656,5,5,568,147,517,0,113.6,226.5861867,147,0,29.4,65.74039854,1074.128379,15.02277453,73961.77778,168703.9338,521354,79,633748,158437,272470.2955,566472,388,633254,158313.5,264046.0568,553262,79,0,0,0,0,112,112,7.511387263,7.511387263,0,517,65,156.5324248,24502.4,2,2,0,3,9,0,0,0,1,71.5,113.6,29.4,0,0,0,0,0,0,0,0,0,0,64240,261,2,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-74.125.158.234-51085-443-6,103.119.242.124,51085,74.125.158.234,443,6,07-10-2019 23:23,2992608,1022,2700,4914,3767370,1408,0,4.808219178,77.13675361,1408,0,1395.322222,111.1190138,1260533.956,1243.73122,804.2483203,30168.71472,1769398,0,2960675,2899.779628,57583.80947,1769398,1,2960736,1096.975176,38145.32536,1911299,0,0,0,0,0,41312,54012,341.5081427,902.2230777,0,1408,1013.237712,629.2825462,395996.523,2,2,0,49,3721,0,0,0,2,1013.509941,4.808219178,1395.322222,0,0,0,1886142,1351,6654983,1022,4914,2700,3767370,64240,295,7,20,0,0,0,0,0,0,0,0,Normal
103.119.242.125-239.192.152.143-49553-6771-17,103.119.242.125,49553,239.192.152.143,6771,17,07-10-2019 23:21,118086446,61,0,8357,0,137,137,137,0,0,0,0,0,70.77018814,0.516570716,1968107.433,196076.634,2004732,595581,1.18E+08,1968107.433,196076.634,2004732,595581,0,0,0,0,0,0,0,0,0,488,0,0.516570716,0,137,137,137,0,0,0,0,0,0,0,0,0,0,0,139.2459016,137,0,0,0,0,0,0,0,1,141,0,0,0,0,60,8,0,0,0,0,0,0,0,0,Normal
103.119.242.125-239.192.152.143-6771-6771-17,103.119.242.125,6771,239.192.152.143,6771,17,07-10-2019 23:21,118347270,64,0,8756,0,137,133,136.8125,0.852168103,0,0,0,0,73.98565256,0.54078138,1878528.095,409445.6805,2004584,259703,1.18E+08,1878528.095,409445.6805,2004584,259703,0,0,0,0,0,0,0,0,0,512,0,0.54078138,0,133,137,136.8153846,0.845804124,0.715384615,0,0,0,0,0,0,0,0,0,138.953125,136.8125,0,0,0,0,0,0,0,1,148,0,0,0,0,63,8,0,0,0,0,0,0,0,0,Normal
103.119.242.124-103.119.242.113-0-0-0,103.119.242.124,0,103.119.242.113,0,0,07-10-2019 23:21,119153067,24,36,0,0,0,0,0,0,0,0,0,0,0,0.503553971,2019543.508,2003559.325,5008414,198,1.15E+08,4999540.391,5824.957626,5008630,4986544,1.19E+08,3404366.571,3503836.222,1.42E+07,823977,0,0,0,0,0,0,0.201421588,0.302132382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.17E+07,1.15E+07,3.50E+07,1.50E+07,5003783.25,3737.652238,5008414,5000263,Normal
103.119.242.125-239.192.152.143-60060-6771-17,103.119.242.125,60060,239.192.152.143,6771,17,07-10-2019 23:21,116003287,3,0,399,0,133,133,133,0,0,0,0,0,3.439557708,0.025861336,5.80E+07,7.92E+07,1.14E+08,2003807,1.16E+08,5.80E+07,7.92E+07,1.14E+08,2003807,0,0,0,0,0,0,0,0,0,24,0,0.025861336,0,133,133,133,0,0,0,0,0,0,0,0,0,0,0,177.3333333,133,0,0,0,0,0,0,0,1,199,0,0,0,0,2,8,0,0,0,0,1.14E+08,0,1.14E+08,1.14E+08,Normal
103.119.242.124-74.125.158.234-51089-443-6,103.119.242.124,51089,74.125.158.234,443,6,07-10-2019 23:23,2484894,195,1084,2082,1500572,1408,0,10.67692308,107.4605813,1408,0,1384.291513,154.2956411,604715.5331,514.7100842,1944.361502,57034.26914,2037522,0,2452991,12644.28351,146231.3992,2037522,1,2452820,2264.838412,63004.83278,2072468,0,0,0,0,0,3912,21692,78.47417234,436.2359119,0,1408,1173.948437,516.5262608,266799.3781,2,2,0,26,1278,0,0,0,5,1174.866302,10.67692308,1384.291513,0,0,0,1502654,1084,3955893,195,2082,1084,1500572,64240,272,4,20,0,0,0,0,0,0,0,0,Normal
103.119.242.124-172.217.163.110-51090-443-6,103.119.242.124,51090,172.217.163.110,443,6,07-10-2019 23:23,1338529,12,14,1865,4816,1128,0,155.4166667,338.9549335,1430,0,344,536.5120975,4991.300151,19.42430833,53541.16,218212.8992,1098695,1,1306575,118779.5455,337509.2908,1134319,180,1306525,100501.9231,309948.9969,1130649,1,0,0,0,0,252,292,8.965065381,10.45924295,0,1430,247.4444444,451.4575824,203813.9487,2,2,0,12,25,0,0,0,1,256.9615385,155.4166667,344,0,0,0,6681,14,47831,12,1865,14,4816,64240,251,6,20,0,0,0,0,0,0,0,0,Normal
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,07-10-2019 23:21,114563176,31,0,0,0,0,0,0,0,0,0,0,0,0,0.270593057,3818772.533,2906487.577,1.11E+07,798,1.15E+08,3818772.533,2906487.577,1.11E+07,798,0,0,0,0,0,0,0,0,0,0,0,0.270593057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6259267.625,4488997.816,1.39E+07,1026834,7165448.333,2137958.316,1.11E+07,5118366,Normal
192.168.1.254-224.0.0.251-5353-5353-17,192.168.1.254,5353,224.0.0.251,5353,17,07-10-2019 23:21,119989015,25,0,8025,0,321,321,321,0,0,0,0,0,66.88112241,0.208352406,4999542.292,1782.132149,5001460,4991468,1.20E+08,4999542.292,1782.132149,5001460,4991468,0,0,0,0,0,0,0,0,0,200,0,0.208352406,0,321,321,321,0,0,0,0,0,0,0,0,0,0,0,333.84,321,0,0,0,0,0,0,0,1,334,0,0,0,0,24,8,1.50E+07,1.32E+07,3.00E+07,4998326,5000497.333,833.7033845,5001460,5000012,Normal
