Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
103.119.242.114-118.26.32.16-52269-80-6,103.119.242.114,52269,118.26.32.16,80,6,08-10-2019 18:56,95817,1,1,0,0,0,0,0,0,0,0,0,0,0,20.87312272,95817,0,95817,95817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.43656136,10.43656136,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64101,0,0,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-118.26.32.16-52296-80-6,103.119.242.114,52296,118.26.32.16,80,6,08-10-2019 18:56,10355026,4,5,298,389,298,0,74.5,149,389,0,77.8,173.9660886,66.3445944,0.869143158,1294378.25,3501316.074,9958569,1,396457,132152.3333,38978.60567,171657,93722,1.03E+07,2565336.75,4956427.39,9999401,1,0,0,0,0,92,112,0.386285848,0.48285731,0,389,68.7,146.4119379,21436.45556,1,2,0,2,8,0,0,0,1,76.33333333,74.5,77.8,0,0,0,0,0,0,4,298,5,389,64240,27872,1,20,396457,0,396457,396457,9958569,0,9958569,9958569,Normal
103.119.242.114-65.52.172.55-52290-443-6,103.119.242.114,52290,65.52.172.55,443,6,08-10-2019 18:57,97040,1,1,0,0,0,0,0,0,0,0,0,0,0,20.61005771,97040,0,97040,97040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10.30502885,10.30502885,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,254,1026,0,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-52.114.74.44-52291-443-6,103.119.242.114,52291,52.114.74.44,443,6,08-10-2019 18:57,174160,1,1,0,0,0,0,0,0,0,0,0,0,0,11.48369316,174160,0,174160,174160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5.741846578,5.741846578,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,1026,0,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-103.119.242.123-52298-2869-6,103.119.242.114,52298,103.119.242.123,2869,6,08-10-2019 18:57,2847,3,5,189,4500,189,0,63,109.1192009,1460,0,900,725.71482,1646996.839,2809.975413,406.7142857,793.5640521,2171,1,670,335,292.7422074,542,128,2403,600.75,1197.500278,2397,1,0,0,0,0,72,112,1053.74078,1756.234633,0,1460,521,684.5984224,468675,1,2,0,3,7,0,0,0,1,586.125,63,900,0,0,0,4689,5,2153881,0,0,0,0,64240,2053,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-103.119.242.123-52299-2869-6,103.119.242.114,52299,103.119.242.123,2869,6,08-10-2019 18:57,2357,3,5,189,4500,189,0,63,109.1192009,1460,0,900,725.71482,1989393.297,3394.1451,336.7142857,687.7222584,1876,1,477,238.5,210.010714,387,90,2043,510.75,1018.833442,2039,1,0,0,0,0,72,112,1272.804412,2121.340687,0,1460,521,684.5984224,468675,1,2,0,3,7,0,0,0,1,586.125,63,900,0,0,0,4689,5,2494148,0,0,0,0,64240,2053,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-103.119.242.123-52300-2869-6,103.119.242.114,52300,103.119.242.123,2869,6,08-10-2019 18:57,1963,3,5,189,4500,189,0,63,109.1192009,1460,0,900,725.71482,2388690.779,4075.394804,280.4285714,538.175268,1475,1,481,240.5,212.8391411,391,90,1649,412.25,819.8355018,1642,1,0,0,0,0,72,112,1528.273051,2547.121752,0,1460,521,684.5984224,468675,1,2,0,3,7,0,0,0,1,586.125,63,900,0,0,0,4689,5,3163967,0,0,0,0,64240,2053,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-23.15.151.152-52306-443-6,103.119.242.114,52306,23.15.151.152,443,6,08-10-2019 18:57,459729,5,3,517,146,517,0,103.4,231.2094289,146,0,48.66666667,84.2931393,1442.153965,17.40155613,65675.57143,91049.94419,229619,33,459729,114932.25,95202.26055,229662,243,230077,115038.5,162345.353,229834,243,0,0,0,0,112,72,10.87597258,6.52558355,0,517,73.66666667,173.1199006,29970.5,1,2,1,2,7,0,0,0,0,82.875,103.4,48.66666667,0,0,0,0,0,0,0,0,0,0,64240,237,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-36.155.192.113-52292-80-6,103.119.242.114,52292,36.155.192.113,80,6,08-10-2019 18:56,64217483,2,1,0,0,0,0,0,0,0,0,0,0,0,0.04671625,3.21E+07,4.51E+07,6.40E+07,196414,6.40E+07,6.40E+07,0,6.40E+07,6.40E+07,0,0,0,0,0,0,0,0,0,40,20,0.031144167,0.015572083,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1023,0,0,20,0,0,0,0,6.40E+07,0,6.40E+07,6.40E+07,Normal
103.119.242.114-117.121.250.88-52283-443-6,103.119.242.114,52283,117.121.250.88,443,6,08-10-2019 18:55,116981112,1837,6032,14630,8741496,637,0,7.964071856,70.74221217,1460,0,1449.187003,117.2855321,74850.76736,67.26726961,14867.96035,622662.0771,4.50E+07,0,1.17E+08,63692.59314,1289376.839,4.50E+07,2,1.17E+08,19386.34571,712389.8375,4.51E+07,0,1,0,0,0,45960,120640,15.70338979,51.56387982,0,1460,1112.676366,619.2255356,383440.2639,1,0,0,77,7869,0,0,0,3,1112.817766,7.964071856,1449.187003,0,0,0,729671,502,2205860,141,1125,464,672422,2851,1562,23,20,2.10E+07,2.96E+07,4.19E+07,64040,3.75E+07,1.07E+07,4.50E+07,2.99E+07,Normal
103.119.242.114-117.121.250.88-52283-443-6,103.119.242.114,52283,117.121.250.88,443,6,08-10-2019 18:57,59112,3,0,0,0,0,0,0,0,0,0,0,0,0,50.75111652,29556,41763.14071,59087,25,59112,29556,41763.14071,59087,25,0,0,0,0,0,0,0,0,0,60,0,50.75111652,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6639,0,0,20,0,0,0,0,0,0,0,0,Normal
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,08-10-2019 18:56,111905780,22,0,0,0,0,0,0,0,0,0,0,0,0,0.196593956,5328846.667,3039401.507,1.18E+07,896696,1.12E+08,5328846.667,3039401.507,1.18E+07,896696,0,0,0,0,0,0,0,0,0,0,0,0.196593956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3180101.667,2756163.812,8563147,896696,7625600.091,2181099.095,1.18E+07,5242521,Normal
192.168.1.254-224.0.0.251-5353-5353-17,192.168.1.254,5353,224.0.0.251,5353,17,08-10-2019 18:55,119991617,25,0,8025,0,321,321,321,0,0,0,0,0,66.8796721,0.208347888,4999650.708,184.2317725,5000120,4999115,1.20E+08,4999650.708,184.2317725,5000120,4999115,0,0,0,0,0,0,0,0,0,200,0,0.208347888,0,321,321,321,0,0,0,0,0,0,0,0,0,0,0,333.84,321,0,0,0,0,0,0,0,1,334,0,0,0,0,24,8,8.00E+07,0,8.00E+07,8.00E+07,5000120,0,5000120,5000120,Normal
103.119.242.114-103.119.242.113-0-0-0,103.119.242.114,0,103.119.242.113,0,0,08-10-2019 18:56,119993746,25,25,0,0,0,0,0,0,0,0,0,0,0,0.416688383,2448851.959,2524676.89,5005797,233,1.20E+08,4999702.417,7225.313015,5006466,4986601,1.20E+08,4999729.542,7196.207769,5007305,4987070,0,0,0,0,0,0,0.208344192,0.208344192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1761291.471,2457661.858,4991285,237,5003666.824,1266.382014,5005797,5001496,Normal
103.119.242.114-23.15.151.152-52305-443-6,103.119.242.114,52305,23.15.151.152,443,6,08-10-2019 18:57,22685028,153,313,1227,429924,517,0,8.019607843,50.81085547,1460,0,1373.559105,291.2995592,19005.97169,20.54218315,48785.00645,896137.7629,1.93E+07,0,3371031,22177.83553,69272.69536,505004,12,2.24E+07,71936.4391,1093823.867,1.93E+07,0,0,0,0,0,3084,6284,6.744536529,13.79764662,0,1460,923.235546,686.080577,470706.5581,1,3,0,36,465,0,0,0,2,925.2167382,8.019607843,1373.559105,0,0,0,431120,313,137747,153,1227,313,429924,64240,254,7,20,3371031,0,3371031,3371031,1.93E+07,0,1.93E+07,1.93E+07,Normal
103.119.242.115-234.21.81.1-6346-6347-17,103.119.242.115,6346,234.21.81.1,6347,17,08-10-2019 18:56,60062130,2,0,60,0,30,30,30,0,0,0,0,0,0.998965571,0.033298852,6.01E+07,0,6.01E+07,6.01E+07,6.01E+07,6.01E+07,0,6.01E+07,6.01E+07,0,0,0,0,0,0,0,0,0,16,0,0.033298852,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,45,30,0,0,0,0,0,0,0,2,60,0,0,0,0,1,8,0,0,0,0,6.01E+07,0,6.01E+07,6.01E+07,Normal
103.119.242.114-49.7.32.94-50047-5333-6,103.119.242.114,50047,49.7.32.94,5333,6,08-10-2019 18:56,518190,1,1,3,0,3,3,3,0,0,0,0,0,5.789382273,3.859588182,518190,0,518190,518190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,1.929794091,1.929794091,0,3,2,1.732050808,3,0,0,0,1,2,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,260,58,0,20,0,0,0,0,0,0,0,0,Normal
0.0.0.0-255.255.255.255-68-67-17,0.0.0.0,68,255.255.255.255,67,17,08-10-2019 18:56,119991652,11,0,3300,0,300,300,300,0,0,0,0,0,27.50191322,0.091673044,1.20E+07,121.1232614,1.20E+07,1.20E+07,1.20E+08,1.20E+07,121.1232614,1.20E+07,1.20E+07,0,0,0,0,0,0,0,0,0,88,0,0.091673044,0,300,300,300,0,0,0,0,0,0,0,0,0,0,0,327.2727273,300,0,0,0,0,0,0,0,1,330,0,0,0,0,10,8,0,0,0,0,1.20E+07,121.1232614,1.20E+07,1.20E+07,Normal
103.119.242.114-52.22.250.117-52302-443-6,103.119.242.114,52302,52.22.250.117,443,6,08-10-2019 18:57,31396124,14,11,3570,4233,934,0,255,358.7025766,1460,0,384.8181818,561.8175537,248.5338636,0.796276636,1308171.833,5756481.081,2.83E+07,2,3.14E+07,2415086.462,7798450.97,2.83E+07,15,3.10E+07,3102685.3,8882931.364,2.83E+07,2,0,0,0,0,292,232,0.445914916,0.35036172,0,1460,300.1153846,448.3994939,201062.1062,1,2,1,11,24,0,0,0,0,312.12,255,384.8181818,0,0,0,5949,9,6741,7,1785,5,2116,64240,145,6,20,3021707,0,3021707,3021707,2.83E+07,0,2.83E+07,2.83E+07,Normal
103.119.242.114-52.22.250.117-52304-443-6,103.119.242.114,52304,52.22.250.117,443,6,08-10-2019 18:57,31177738,12,9,2104,3870,928,0,175.3333333,310.3570769,1460,0,430,611.295346,191.6110784,0.673557524,1558886.9,6302174.129,2.83E+07,14,3.12E+07,2834339.818,8469077.353,2.83E+07,14,3.08E+07,3851032.375,9913053.792,2.83E+07,81,0,0,0,0,252,192,0.384890014,0.28866751,0,1460,271.5454545,460.8367883,212370.5455,1,2,1,8,20,0,0,0,0,284.4761905,175.3333333,430,0,0,0,4119,6,7112,6,1052,4,1935,64240,130,4,20,2811251,0,2811251,2811251,2.83E+07,0,2.83E+07,2.83E+07,Normal
103.119.242.124-224.0.0.251-5353-5353-17,103.119.242.124,5353,224.0.0.251,5353,17,08-10-2019 18:56,119991876,9,0,360,0,40,40,40,0,0,0,0,0,3.000203114,0.075005078,1.50E+07,80255.85399,1.51E+07,1.48E+07,1.20E+08,1.50E+07,80255.85399,1.51E+07,1.48E+07,0,0,0,0,0,0,0,0,0,72,0,0.075005078,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,44.44444444,40,0,0,0,0,0,0,0,1,45,0,0,0,0,8,8,0,0,0,0,1.50E+07,80255.85399,1.51E+07,1.48E+07,Normal
103.119.242.114-103.119.242.124-52309-2869-6,103.119.242.114,52309,103.119.242.124,2869,6,08-10-2019 18:58,6173,4,5,189,4500,189,0,47.25,94.5,1460,0,900,725.71482,759598.2504,1457.962093,771.625,1809.666421,5216,1,6051,2017,2825.718316,5259,77,5497,1374.25,2639.604942,5332,1,0,0,0,0,92,112,647.9831524,809.9789405,0,1460,468.9,666.1412012,443744.1,1,2,0,3,8,0,0,0,1,521,47.25,900,0,0,0,4689,5,871399,0,0,0,0,64240,2053,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-103.119.242.124-52310-2869-6,103.119.242.114,52310,103.119.242.124,2869,6,08-10-2019 18:58,5187,4,5,189,4500,189,0,47.25,94.5,1460,0,900,725.71482,903990.7461,1735.106998,648.375,1642.767346,4704,1,5121,1707,2615.993693,4721,26,4840,1210,2364.967371,4757,1,0,0,0,0,92,112,771.1586659,963.9483324,0,1460,468.9,666.1412012,443744.1,1,2,0,3,8,0,0,0,1,521,47.25,900,0,0,0,4689,5,979527,0,0,0,0,64240,2053,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-103.119.242.124-52311-2869-6,103.119.242.114,52311,103.119.242.124,2869,6,08-10-2019 18:58,5218,3,5,189,4500,189,0,63,109.1192009,1460,0,900,725.71482,898620.161,1533.154465,745.4285714,1761.406716,4725,0,491,245.5,276.4787514,441,50,4798,1199.5,2397.666713,4796,0,0,0,0,0,72,112,574.9329245,958.2215408,0,1460,521,684.5984224,468675,1,2,0,3,7,0,0,0,1,586.125,63,900,0,0,0,4689,5,991961,0,0,0,0,64240,2053,1,20,0,0,0,0,0,0,0,0,Normal
103.119.242.114-13.33.169.26-52278-443-6,103.119.242.114,52278,13.33.169.26,443,6,08-10-2019 18:56,90096545,3,3,3,0,1,1,1,0,0,0,0,0,0.033297614,0.066595228,1.80E+07,2.46E+07,4.50E+07,31652,9.01E+07,4.50E+07,1478.560279,4.50E+07,4.50E+07,9.01E+07,4.50E+07,1066.317026,4.50E+07,4.50E+07,0,0,0,0,60,96,0.033297614,0.033297614,0,1,0.571428571,0.534522484,0.285714286,0,0,0,0,6,0,0,0,1,0.666666667,1,0,0,0,0,0,0,0,1,1,1,0,256,123,2,20,31888.5,163.3416665,32004,31773,4.50E+07,1315.218613,4.50E+07,4.50E+07,Normal
103.119.242.114-52.18.14.227-51704-443-6,103.119.242.114,51704,52.18.14.227,443,6,08-10-2019 18:56,110719212,28,32,5312,1988,700,0,189.7142857,223.3202081,120,0,62.125,47.80859013,65.93255017,0.541911371,1876596.814,6515700.112,4.50E+07,0,1.11E+08,4100711.556,9254065.17,4.50E+07,25,1.11E+08,3565375.452,8789895.354,4.52E+07,0,0,0,0,0,560,664,0.252891973,0.289019398,0,700,119.6885246,167.0737902,27913.65137,0,0,0,40,60,0,0,0,1,121.6833333,189.7142857,62.125,0,0,0,1274,7,3004,3,590,3,220,256,766,15,20,1985439.167,3157506.652,7946831,192512,1.64E+07,1.42E+07,4.50E+07,6798338,Normal
103.119.242.114-184.30.54.102-51668-443-6,103.119.242.114,51668,184.30.54.102,443,6,08-10-2019 18:56,110760337,20,21,22395,2493,2819,0,1119.75,1305.013969,277,0,118.7142857,140.4646371,224.7013748,0.37016861,2769008.425,7890369.221,4.50E+07,1,1.11E+08,5829491.421,1.08E+07,4.50E+07,77914,1.11E+08,5534196.15,1.06E+07,4.50E+07,1,0,0,0,0,400,444,0.180570054,0.189598556,0,2819,592.5952381,1028.572633,1057961.661,0,0,0,18,41,0,0,0,1,607.0487805,1119.75,118.7142857,0,0,0,8215,6,10405,2,2799,2,311,254,1392,10,20,436610.8571,981595.779,2662192,37125,1.54E+07,1.34E+07,4.50E+07,5091492,Normal
103.119.242.114-13.33.169.26-52278-443-6,103.119.242.114,52278,13.33.169.26,443,6,08-10-2019 18:58,14851194,1,3,1,77,1,1,1,0,46,0,25.66666667,23.45918441,5.252102962,0.269338613,4950398,8546904.273,1.48E+07,1,0,0,0,0,0,1.48E+07,7409748.5,1.05E+07,1.48E+07,1,0,0,0,0,20,72,0.067334653,0.20200396,0,46,15.8,21.39392437,457.7,1,0,0,2,4,0,0,0,3,19.75,1,25.66666667,0,0,0,0,0,0,1,1,3,77,256,123,0,20,31697,0,31697,31697,1.48E+07,0,1.48E+07,1.48E+07,Normal
103.119.242.114-212.58.249.199-51732-443-6,103.119.242.114,51732,212.58.249.199,443,6,08-10-2019 18:56,80533330,15,14,1660,694,301,0,110.6666667,131.0712275,108,0,49.57142857,49.60879929,29.23013366,0.360099353,2876190.357,8885758.098,4.50E+07,1,8.05E+07,5752380.714,1.21E+07,4.50E+07,38,8.03E+07,6177927.769,1.26E+07,4.52E+07,1,0,0,0,0,300,304,0.186258286,0.173841067,0,301,78.5,102.6798674,10543.15517,0,0,0,16,29,0,0,0,0,81.20689655,110.6666667,49.57142857,0,0,0,547,4,2846,2,276,2,115,256,1432,9,20,3880660.667,6408370.939,1.13E+07,180120,2.29E+07,1.94E+07,4.50E+07,8779180,Normal
103.119.242.114-23.50.232.83-52252-443-6,103.119.242.114,52252,23.50.232.83,443,6,08-10-2019 18:56,85972224,624,1837,13236,2643746,635,0,21.21153846,113.737258,1460,0,1439.164943,157.3364196,30905.12117,28.62552445,34948.05854,1068893.417,4.50E+07,0,8.60E+07,137997.1493,2135328.729,4.52E+07,9,8.57E+07,46693.51688,1245674.157,4.52E+07,0,0,0,0,0,12480,36764,7.25815817,21.36736628,0,1460,1079.196994,634.6260179,402750.1826,0,0,0,60,2461,0,0,0,2,1079.635514,21.21153846,1439.164943,0,0,0,379568,264,410592,156,3309,459,660936,6376,1183,22,20,243036.5,190.2117241,243171,242902,3.65E+07,1.21E+07,4.50E+07,2.79E+07,Normal
103.119.242.114-3.0.144.81-52301-443-6,103.119.242.114,52301,3.0.144.81,443,6,08-10-2019 18:57,71101493,16,14,4780,7693,1703,0,298.75,560.6707293,1460,0,549.5,614.0352972,175.4252896,0.421932068,2451775.621,8687344.466,4.50E+07,1,7.11E+07,4740099.533,1.18E+07,4.50E+07,14,6.79E+07,5221692.385,1.27E+07,4.51E+07,1,0,0,0,0,332,284,0.225030436,0.196901632,0,1703,402.3548387,584.6236139,341784.7699,1,2,1,12,29,0,0,0,0,415.7666667,298.75,549.5,0,0,0,8192,10,37613,3,956,2,1538,64240,37960,6,20,3956557,5506097.67,7849956,63158,3.00E+07,2.11E+07,4.50E+07,1.51E+07,Normal
